sig_algo,conf_algo,payload_size_bytes,num_processes,process_idx,verify_mean_ns,verify_std_ns,verify_ci95_lo_ns,verify_ci95_hi_ns,sign_mean_ns,sign_std_ns,sign_ci95_lo_ns,sign_ci95_hi_ns,encrypt_mean_ns,encrypt_std_ns,encrypt_ci95_lo_ns,encrypt_ci95_hi_ns,decrypt_mean_ns,decrypt_std_ns,decrypt_ci95_lo_ns,decrypt_ci95_hi_ns,msg_size_bytes,throughput_mean_msg_s,throughput_std_msg_s,throughput_ci95_lo_msg_s,throughput_ci95_hi_msg_s
RSA,AES-GCM,256,6,-1,166262.77,22738.80,158125.79,174399.74,3685678.83,208046.03,3611230.52,3760127.15,38942.23,8772.61,35803.00,42081.47,11088.67,3654.47,9780.93,12396.40,1820,257.08,13.79,252.14,262.01
RSA,AES-GCM,256,7,-1,224889.07,52377.01,206146.19,243631.94,4344166.27,276515.64,4245216.42,4443116.12,55208.17,20699.22,47801.05,62615.29,13967.77,2751.66,12983.10,14952.43,2076,216.55,13.99,211.54,221.55
RSA,AES-GCM,256,8,-1,271595.30,54347.05,252147.46,291043.14,5009859.40,262490.86,4915928.25,5103790.55,78961.30,38190.88,65294.87,92627.73,17329.80,3145.06,16204.35,18455.25,2332,186.57,10.50,182.81,190.32
RSA,AES-GCM,512,1,-1,0.00,0.00,0.00,0.00,653809.93,183681.88,588080.22,719539.65,9959.43,8396.29,6954.86,12964.01,0.00,0.00,0.00,0.00,796,1558.76,198.87,1487.60,1629.93
RSA,AES-GCM,512,2,-1,41920.70,19866.12,34811.70,49029.70,1285644.20,160795.02,1228104.44,1343183.96,20340.07,13196.95,15617.60,25062.53,2491.57,927.12,2159.80,2823.33,1052,750.81,78.80,722.61,779.01
RSA,AES-GCM,512,3,-1,78013.17,26737.05,68445.44,87580.90,1895479.70,171041.95,1834273.13,1956686.27,27220.80,15516.74,21668.21,32773.39,4757.97,1571.18,4195.73,5320.20,1308,502.45,41.51,487.60,517.31
RSA,AES-GCM,512,4,-1,118203.70,35569.30,105475.39,130932.01,2547679.80,217269.22,2469931.01,2625428.59,41007.50,22984.97,32782.43,49232.57,7274.17,1956.83,6573.92,7974.41,1564,371.23,31.04,360.13,382.34
RSA,AES-GCM,512,5,-1,164398.73,48910.04,146896.50,181900.97,3179142.53,230513.98,3096654.17,3261630.90,47908.10,24774.29,39042.74,56773.46,10338.93,2710.87,9368.86,11309.01,1820,295.67,21.79,287.87,303.47
RSA,AES-GCM,512,6,-1,197041.67,53323.80,177959.99,216123.34,3822266.40,226328.37,3741275.83,3903256.97,54681.23,23904.01,46127.29,63235.17,12427.63,2965.14,11366.57,13488.70,2076,245.78,15.80,240.12,251.43
RSA,AES-GCM,512,7,-1,221373.37,30628.19,210413.21,232333.52,4424266.40,211203.17,4348688.32,4499844.48,57045.17,18586.22,50394.17,63696.16,14176.07,2015.27,13454.91,14897.22,2332,212.50,10.33,208.81,216.20
RSA,AES-GCM,512,8,-1,324706.60,53681.37,305496.97,343916.23,6635660.00,1000758.85,6277543.04,6993776.96,72463.87,16591.22,66526.77,78400.96,21447.07,3254.43,20282.48,22611.65,2588,145.51,26.14,136.16,154.87
RSA,AES-GCM,1024,1,-1,0.00,0.00,0.00,0.00,910230.90,104763.46,872741.78,947720.02,16118.47,10683.07,12295.58,19941.35,0.00,0.00,0.00,0.00,1308,1088.81,85.71,1058.14,1119.48
RSA,AES-GCM,1024,2,-1,59072.00,22370.57,51066.79,67077.21,1819601.70,211693.13,1743848.29,1895355.11,26076.10,12546.06,21586.55,30565.65,3951.53,1581.42,3385.63,4517.44,1564,528.49,42.06,513.44,543.55
RSA,AES-GCM,1024,3,-1,109329.57,24340.03,100619.60,118039.53,2729071.03,335872.93,2608880.45,2849261.62,39916.23,17125.88,33787.81,46044.65,7552.90,2471.75,6668.40,8437.40,1820,349.98,28.75,339.69,360.27
RSA,AES-GCM,1024,4,-1,176200.77,41285.13,161427.07,190974.46,3686168.67,487156.11,3511842.09,3860495.24,56805.77,22689.18,48686.55,64924.99,11605.07,2856.54,10582.87,12627.27,2076,257.38,23.16,249.09,265.67
RSA,AES-GCM,1024,5,-1,235094.20,44470.14,219180.77,251007.63,4652322.00,661665.21,4415548.14,4889095.86,69618.33,24188.85,60962.47,78274.20,15969.90,3271.72,14799.13,17140.67,2332,203.65,19.33,196.73,210.57
RSA,AES-GCM,1024,6,-1,296075.90,60472.63,274436.05,317715.75,5539810.47,658913.88,5304021.16,5775599.77,84986.27,30712.13,73996.07,95976.46,20591.07,4775.35,18882.23,22299.90,2588,169.85,14.09,164.81,174.89
RSA,AES-GCM,1024,7,-1,341805.77,63196.85,319191.06,364420.47,6424783.43,756479.00,6154080.90,6695485.97,90663.33,36188.92,77713.30,103613.37,23927.53,4358.36,22367.92,25487.15,2844,146.66,12.33,142.25,151.07
RSA,AES-GCM,1024,8,-1,390414.73,64248.63,367423.66,413405.81,7125866.70,251277.57,7035948.18,7215785.22,97204.00,30511.54,86285.59,108122.41,26509.37,3393.74,25294.93,27723.80,3100,131.11,5.34,129.20,133.02
RSA,ChaCha20-Poly1305,8,1,-1,0.00,0.00,0.00,0.00,866896.80,190656.83,798671.13,935122.47,16075.17,15421.87,10556.52,21593.81,0.00,0.00,0.00,0.00,292,1177.17,220.59,1098.23,1256.11
RSA,ChaCha20-Poly1305,8,2,-1,35408.87,16675.05,29441.78,41375.96,1112366.47,144893.99,1060516.82,1164216.11,15513.03,7401.58,12864.41,18161.66,1922.97,483.75,1749.86,2096.07,548,869.38,89.80,837.25,901.52
RSA,ChaCha20-Poly1305,8,3,-1,69074.43,18945.04,62295.04,75853.83,1710876.67,120598.78,1667720.95,1754032.39,24077.67,10294.10,20393.97,27761.36,4200.83,872.07,3888.77,4512.90,804,555.91,39.23,541.87,569.95
RSA,ChaCha20-Poly1305,8,4,-1,109351.80,27730.54,99428.55,119275.05,2409462.37,221951.76,2330037.95,2488886.78,37103.10,18749.76,30393.59,43812.61,6488.20,765.65,6214.22,6762.18,1060,393.16,31.07,382.04,404.28
RSA,ChaCha20-Poly1305,8,5,-1,150568.40,34484.68,138228.22,162908.58,3048938.47,212623.60,2972852.09,3125024.84,47750.03,22918.55,39548.73,55951.33,9445.07,1497.02,8909.37,9980.77,1316,308.49,20.26,301.24,315.74
RSA,ChaCha20-Poly1305,8,6,-1,185542.00,34811.56,173084.84,197999.16,3707595.03,248210.82,3618773.93,3796416.14,55395.97,22030.27,47512.54,63279.40,12109.13,1708.16,11497.87,12720.39,1572,253.65,16.67,247.69,259.62
RSA,ChaCha20-Poly1305,8,7,-1,232915.27,58950.27,211820.18,254010.35,4364734.87,247316.44,4276233.82,4453235.92,69461.00,31530.67,58177.90,80744.10,16454.27,6134.91,14258.92,18649.61,1828,214.23,12.07,209.91,218.55
RSA,ChaCha20-Poly1305,8,8,-1,271578.17,61255.23,249658.27,293498.07,5017872.67,282883.06,4916644.26,5119101.07,77230.23,35597.90,64491.69,89968.78,18375.10,2421.55,17508.56,19241.64,2084,186.42,11.26,182.39,190.45
RSA,ChaCha20-Poly1305,16,1,-1,0.00,0.00,0.00,0.00,645041.20,108259.73,606300.95,683781.45,8318.77,5787.18,6247.85,10389.68,0.00,0.00,0.00,0.00,300,1559.37,179.51,1495.13,1623.61
RSA,ChaCha20-Poly1305,16,2,-1,33408.27,7137.75,30854.05,35962.48,1253147.50,131999.37,1205912.13,1300382.87,14816.57,8010.62,11950.00,17683.13,2161.83,810.62,1871.76,2451.91,556,773.75,66.33,750.01,797.49
RSA,ChaCha20-Poly1305,16,3,-1,68019.30,18269.65,61481.59,74557.01,1861534.83,167663.48,1801537.23,1921532.44,20926.13,6854.78,18473.18,23379.08,4379.67,852.11,4074.74,4684.59,812,515.13,40.52,500.63,529.63
RSA,ChaCha20-Poly1305,16,4,-1,94999.47,9782.25,91498.93,98500.00,2456449.70,187593.07,2389320.38,2523579.02,25765.40,7147.31,23207.77,28323.03,6359.30,864.74,6049.86,6668.74,1068,388.97,25.60,379.80,398.13
RSA,ChaCha20-Poly1305,16,5,-1,158235.00,58735.90,137216.63,179253.37,3110705.87,195155.71,3040870.29,3180541.44,47868.00,27256.70,38114.32,57621.68,9892.20,2217.34,9098.73,10685.67,1324,302.08,20.98,294.58,309.59
RSA,ChaCha20-Poly1305,16,6,-1,198837.30,51142.46,180536.21,217138.39,3760135.77,219090.80,3681735.13,3838536.40,58921.00,25414.75,49826.45,68015.55,12908.03,1924.19,12219.47,13596.60,1580,249.11,15.82,243.45,254.77
RSA,ChaCha20-Poly1305,16,7,-1,245065.57,66780.89,221168.33,268962.80,4450201.63,252883.00,4359708.61,4540694.65,77386.77,40658.22,62837.41,91936.12,17337.67,3330.59,16145.83,18529.50,1836,209.64,13.53,204.80,214.48
RSA,ChaCha20-Poly1305,16,8,-1,290441.70,65458.35,267017.73,313865.67,5114767.80,242573.54,5027963.97,5201571.63,85186.77,30101.32,74415.15,95958.39,20924.23,3976.18,19501.38,22347.09,2092,181.97,9.72,178.49,185.45
RSA,ChaCha20-Poly1305,32,1,-1,0.00,0.00,0.00,0.00,635268.33,74632.73,608561.35,661975.31,9959.33,8800.24,6810.21,13108.46,0.00,0.00,0.00,0.00,316,1565.41,136.49,1516.57,1614.25
RSA,ChaCha20-Poly1305,32,2,-1,35720.50,8692.96,32609.77,38831.23,1262930.70,110215.66,1223490.53,1302370.87,20403.20,11838.63,16166.80,24639.60,2130.10,438.65,1973.13,2287.07,572,761.58,56.08,741.51,781.65
RSA,ChaCha20-Poly1305,32,3,-1,78251.53,25246.42,69217.22,87285.85,1907661.20,134700.92,1859459.10,1955863.30,30010.03,18369.71,23436.52,36583.55,5226.90,2532.11,4320.80,6133.00,828,497.41,34.79,484.96,509.86
RSA,ChaCha20-Poly1305,32,4,-1,118716.90,42409.01,103541.03,133892.77,2522331.97,162021.84,2464353.19,2580310.74,37963.50,18776.53,31244.41,44682.59,7070.17,1072.24,6686.47,7453.86,1084,373.86,24.05,365.25,382.46
RSA,ChaCha20-Poly1305,32,5,-1,144628.13,35381.01,131967.20,157289.06,3124270.40,185718.17,3057812.01,3190728.79,40754.37,21415.39,33090.97,48417.77,9765.17,1833.70,9108.99,10421.35,1340,302.41,17.93,296.00,308.83
RSA,ChaCha20-Poly1305,32,6,-1,160585.17,12076.74,156263.56,164906.77,3666179.67,146723.61,3613675.30,3718684.04,40092.20,5582.40,38094.56,42089.84,11496.23,508.64,11314.22,11678.25,1596,258.20,9.54,254.78,261.61
RSA,ChaCha20-Poly1305,32,7,-1,216312.77,44047.67,200550.51,232075.02,4346175.30,202755.06,4273620.33,4418730.27,62723.97,29711.13,52091.98,73355.96,15874.27,4309.41,14332.17,17416.37,1852,216.05,11.19,212.05,220.06
RSA,ChaCha20-Poly1305,32,8,-1,300386.73,84276.30,270228.85,330544.62,5167595.47,252984.11,5077066.26,5258124.67,91652.70,44655.46,75672.95,107632.45,22504.67,5764.74,20441.78,24567.55,2108,179.85,11.54,175.73,183.98
RSA,ChaCha20-Poly1305,64,1,-1,0.00,0.00,0.00,0.00,664739.90,95329.82,630626.56,698853.24,12853.80,9627.52,9408.64,16298.96,0.00,0.00,0.00,0.00,348,1501.52,181.86,1436.44,1566.60
RSA,ChaCha20-Poly1305,64,2,-1,41250.47,14041.29,36225.86,46275.08,1312211.73,161674.44,1254357.28,1370066.19,23522.80,15643.76,17924.75,29120.85,2281.87,643.36,2051.64,2512.09,604,735.21,82.05,705.84,764.57
RSA,ChaCha20-Poly1305,64,3,-1,81664.73,26502.73,72180.85,91148.61,1943172.67,227931.98,1861608.25,2024737.08,30688.93,14548.02,25482.99,35894.87,5138.57,1491.82,4604.73,5672.41,860,491.64,51.08,473.36,509.92
RSA,ChaCha20-Poly1305,64,4,-1,114461.30,28497.46,104263.61,124658.99,2570525.10,177102.80,2507149.68,2633900.52,43255.20,22090.93,35350.06,51160.34,7632.00,1859.21,6966.69,8297.31,1116,367.50,26.65,357.96,377.03
RSA,ChaCha20-Poly1305,64,5,-1,154389.00,30351.71,143527.78,165250.22,3221705.60,278821.49,3121930.61,3321480.59,49659.80,17593.44,43364.07,55955.53,11360.00,3355.15,10159.38,12560.62,1372,292.87,22.79,284.72,301.03
RSA,ChaCha20-Poly1305,64,6,-1,193938.23,39026.29,179972.86,207903.61,3864854.93,377888.22,3729629.37,4000080.50,62088.60,24053.73,53481.08,70696.12,14561.90,4133.07,13082.90,16040.90,1628,243.99,21.60,236.25,251.72
RSA,ChaCha20-Poly1305,64,7,-1,226771.03,52043.37,208147.55,245394.51,4457478.83,281127.78,4356878.55,4558079.12,67178.73,28273.80,57061.09,77296.38,16699.57,3870.54,15314.51,18084.62,1884,210.62,13.59,205.76,215.48
RSA,ChaCha20-Poly1305,64,8,-1,232126.43,32416.60,220526.30,243726.56,4885448.97,270967.91,4788484.35,4982413.59,54906.20,9607.12,51468.34,58344.06,17597.27,1875.39,16926.17,18268.37,2140,193.20,9.69,189.73,196.66
RSA,ChaCha20-Poly1305,128,1,-1,0.00,0.00,0.00,0.00,628280.67,96798.18,593641.88,662919.45,7623.70,3786.54,6268.70,8978.70,0.00,0.00,0.00,0.00,412,1597.70,169.42,1537.08,1658.33
RSA,ChaCha20-Poly1305,128,2,-1,46076.53,34066.41,33886.03,58267.04,1292689.03,151393.26,1238513.65,1346864.42,22576.83,15855.40,16903.05,28250.61,2728.00,1019.00,2363.35,3092.65,668,743.70,82.86,714.05,773.35
RSA,ChaCha20-Poly1305,128,3,-1,83123.03,37796.16,69597.85,96648.22,1933830.10,200191.44,1862192.51,2005467.69,33840.23,24800.10,24965.63,42714.84,5212.50,2386.15,4358.63,6066.37,924,491.96,48.95,474.44,509.48
RSA,ChaCha20-Poly1305,128,4,-1,128264.43,42618.87,113013.47,143515.40,2572664.47,185455.42,2506300.10,2639028.83,42880.30,20323.31,35607.70,50152.90,8099.73,2388.19,7245.13,8954.34,1180,365.64,28.71,355.36,375.91
RSA,ChaCha20-Poly1305,128,5,-1,160097.57,37257.55,146765.12,173430.01,3196950.07,203973.59,3123959.05,3269941.08,53423.17,23659.67,44956.66,61889.67,10595.17,2180.21,9814.99,11375.35,1436,293.67,19.85,286.56,300.77
RSA,ChaCha20-Poly1305,128,6,-1,201080.50,45607.83,184759.95,217401.05,3875641.70,296511.61,3769536.38,3981747.02,63369.47,27254.35,53616.62,73122.31,14200.77,3010.53,13123.46,15278.07,1692,242.24,18.72,235.54,248.93
RSA,ChaCha20-Poly1305,128,7,-1,248703.90,62104.64,226480.04,270927.76,4533188.23,269763.09,4436654.75,4629721.71,76566.47,32122.84,65071.46,88061.48,17926.90,4324.55,16379.38,19474.42,1948,205.99,13.55,201.15,210.84
RSA,ChaCha20-Poly1305,128,8,-1,296190.20,62463.78,273837.82,318542.58,5156984.03,221087.26,5077868.97,5236099.09,85189.10,24992.24,76245.74,94132.46,22026.10,4852.21,20289.76,23762.44,2204,180.28,8.93,177.08,183.48
RSA,ChaCha20-Poly1305,256,1,-1,0.00,0.00,0.00,0.00,634552.47,78841.66,606339.34,662765.59,9967.93,7459.62,7298.54,12637.33,0.00,0.00,0.00,0.00,540,1568.12,139.30,1518.27,1617.97
RSA,ChaCha20-Poly1305,256,2,-1,37131.37,13772.39,32202.98,42059.75,1260146.30,106721.98,1221956.33,1298336.27,18500.47,15399.00,12990.01,24010.93,2582.57,1514.54,2040.60,3124.54,796,762.89,54.06,743.54,782.23
RSA,ChaCha20-Poly1305,256,3,-1,75112.23,15765.62,69470.58,80753.89,2104401.77,429408.49,1950739.91,2258063.62,24707.37,9789.16,21204.36,28210.37,4896.27,1066.91,4514.48,5278.06,1052,467.65,77.59,439.88,495.42
RSA,ChaCha20-Poly1305,256,4,-1,140512.47,13700.43,135609.83,145415.10,3537752.40,194165.21,3468271.27,3607233.53,39240.93,10184.67,35596.40,42885.47,9430.83,730.96,9169.26,9692.40,1308,269.04,13.45,264.23,273.85
RSA,ChaCha20-Poly1305,256,5,-1,228931.07,69488.58,204064.90,253797.23,4596025.43,361857.50,4466536.39,4725514.48,70515.03,34035.57,58335.56,82694.51,15035.00,3497.06,13783.59,16286.41,1564,205.06,16.55,199.14,210.98
RSA,ChaCha20-Poly1305,256,6,-1,301735.03,70789.82,276403.22,327066.85,5537945.10,329347.00,5420089.79,5655800.41,93785.50,30468.53,82882.48,104688.52,21306.40,5479.50,19345.59,23267.21,1820,168.67,11.14,164.69,172.66
RSA,ChaCha20-Poly1305,256,7,-1,344390.13,72252.12,318535.05,370245.22,6300271.43,270692.23,6203405.46,6397137.40,96162.07,33357.68,84225.18,108098.96,22815.03,3085.65,21710.85,23919.22,2076,148.17,6.94,145.69,150.66
RSA,ChaCha20-Poly1305,256,8,-1,402847.50,71399.64,377297.47,428397.53,7206089.50,315632.47,7093141.87,7319037.13,120825.27,42287.80,105692.77,135957.76,27725.50,2637.08,26781.83,28669.17,2332,129.20,6.14,127.01,131.40
RSA,ChaCha20-Poly1305,512,1,-1,0.00,0.00,0.00,0.00,933740.43,116095.61,892196.15,975284.71,14977.43,8820.35,11821.11,18133.75,0.00,0.00,0.00,0.00,796,1066.28,103.20,1029.35,1103.21
RSA,ChaCha20-Poly1305,512,2,-1,48582.30,5645.48,46562.09,50602.51,1782253.90,149973.47,1728586.58,1835921.22,20484.40,5370.59,18562.56,22406.24,3239.40,372.22,3106.20,3372.60,1052,542.01,35.52,529.30,554.73
RSA,ChaCha20-Poly1305,512,3,-1,96276.30,15568.98,90705.01,101847.59,2660020.30,176950.98,2596699.21,2723341.39,31353.17,9664.69,27894.70,34811.63,6536.80,555.43,6338.04,6735.56,1308,359.16,20.32,351.89,366.43
RSA,ChaCha20-Poly1305,512,4,-1,146688.73,19372.37,139756.42,153621.05,3560054.13,205719.05,3486438.52,3633669.75,43890.07,14640.85,38650.90,49129.23,10423.90,1521.17,9879.56,10968.24,1564,266.66,13.99,261.65,271.66
RSA,ChaCha20-Poly1305,512,5,-1,183601.37,64597.82,160485.33,206717.40,3602859.63,946475.92,3264167.57,3941551.69,58823.23,32970.64,47024.84,70621.62,12147.90,3712.04,10819.56,13476.24,1820,277.57,72.35,251.68,303.46
RSA,ChaCha20-Poly1305,512,6,-1,188516.90,46858.42,171748.83,205284.97,3552473.23,226528.54,3471411.04,3633535.43,56752.70,24699.33,47914.16,65591.24,14297.70,5753.41,12238.87,16356.53,2076,263.61,18.13,257.12,270.10
RSA,ChaCha20-Poly1305,512,7,-1,233318.70,55715.39,213381.20,253256.20,4310468.30,262287.81,4216609.81,4404326.79,68054.97,28780.20,57756.10,78353.83,16813.83,2327.08,15981.10,17646.57,2332,217.08,14.87,211.76,222.40
RSA,ChaCha20-Poly1305,512,8,-1,277896.93,46631.02,261210.24,294583.63,5046450.40,240669.80,4960327.82,5132572.98,81292.43,31317.06,70085.77,92499.10,20296.30,2351.56,19454.80,21137.80,2588,184.79,9.57,181.37,188.22
RSA,ChaCha20-Poly1305,1024,1,-1,0.00,0.00,0.00,0.00,635322.50,79665.92,606814.42,663830.58,9884.33,6776.49,7459.40,12309.27,0.00,0.00,0.00,0.00,1308,1567.71,146.78,1515.18,1620.23
RSA,ChaCha20-Poly1305,1024,2,-1,41145.23,12665.22,36613.04,45677.42,1291351.13,136667.35,1242445.35,1340256.92,24708.37,20502.31,17371.71,32045.02,3399.80,3034.07,2314.07,4485.53,1564,742.47,68.33,718.02,766.92
RSA,ChaCha20-Poly1305,1024,3,-1,79971.03,19748.24,72904.22,87037.85,1911343.83,167157.58,1851527.26,1971160.40,28800.00,11534.41,24672.46,32927.54,6043.40,1289.02,5582.13,6504.67,1820,496.50,36.05,483.60,509.40
RSA,ChaCha20-Poly1305,1024,4,-1,116727.33,21336.96,109092.00,124362.67,2555439.53,250586.37,2465768.35,2645110.71,38853.03,17472.49,32600.58,45105.48,8984.20,1398.67,8483.69,9484.71,2076,370.58,30.75,359.57,381.58
RSA,ChaCha20-Poly1305,1024,5,-1,141419.23,15184.30,135985.60,146852.86,3187827.73,497450.20,3009817.47,3365838.00,38597.73,7763.10,35819.74,41375.72,11299.67,1088.06,10910.31,11689.02,2332,300.31,31.01,289.21,311.40
RSA,ChaCha20-Poly1305,1024,6,-1,173726.60,13320.15,168960.05,178493.15,3692118.87,316551.27,3578842.45,3805395.28,43477.30,4436.30,41889.79,45064.81,13598.00,436.01,13441.97,13754.03,2588,256.21,16.54,250.29,262.13
RSA,ChaCha20-Poly1305,1024,7,-1,243685.27,65288.86,220321.95,267048.59,4405850.77,449904.57,4244854.49,4566847.05,73688.23,40353.69,59247.85,88128.61,19022.57,3252.77,17858.58,20186.55,2844,212.80,18.31,206.25,219.35
RSA,ChaCha20-Poly1305,1024,8,-1,304127.70,83949.30,274086.83,334168.57,5083765.03,373818.23,4949995.90,5217534.17,90375.40,40067.76,76037.34,104713.46,24484.13,4532.28,22862.28,26105.99,3100,182.78,13.44,177.97,187.59
Ed25519,None,8,1,-1,0.00,0.00,0.00,0.00,60511.57,13954.96,55517.85,65505.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72,17206.69,3098.50,16097.90,18315.47
Ed25519,None,8,2,-1,143495.87,15461.00,137963.22,149028.51,117573.33,25622.78,108404.34,126742.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,136,3897.36,471.59,3728.60,4066.12
Ed25519,None,8,3,-1,287232.97,33968.59,275077.46,299388.47,179496.50,31685.59,168157.96,190835.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200,2177.06,266.87,2081.56,2272.56
Ed25519,None,8,4,-1,430425.10,36239.91,417456.81,443393.39,240536.97,53019.73,221564.10,259509.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,264,1510.28,162.26,1452.21,1568.34
Ed25519,None,8,5,-1,550335.77,44477.29,534419.77,566251.76,274358.23,36521.31,261289.25,287427.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,328,1221.70,98.64,1186.40,1257.00
Ed25519,None,8,6,-1,701908.50,58168.17,681093.29,722723.71,363206.57,75633.29,336141.54,390271.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,392,950.57,102.15,914.02,987.13
Ed25519,None,8,7,-1,840597.00,70816.62,815255.60,865938.40,408610.43,63751.92,385797.10,431423.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,456,808.30,76.34,780.98,835.62
Ed25519,None,8,8,-1,980526.33,72037.01,954748.22,1006304.45,469983.80,68472.73,445481.15,494486.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,520,694.98,60.92,673.18,716.78
Ed25519,None,16,1,-1,0.00,0.00,0.00,0.00,60486.13,14046.44,55459.68,65512.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80,17237.46,3166.37,16104.39,18370.53
Ed25519,None,16,2,-1,144327.33,22254.01,136363.84,152290.83,118958.60,20350.13,111676.40,126240.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144,3878.24,532.89,3687.55,4068.93
Ed25519,None,16,3,-1,280199.37,39434.60,266087.87,294310.86,172343.20,36368.24,159328.99,185357.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,208,2250.15,261.56,2156.55,2343.74
Ed25519,None,16,4,-1,429750.17,52590.78,410930.80,448569.54,243611.17,44540.34,227672.61,259549.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,272,1510.02,190.70,1441.77,1578.26
Ed25519,None,16,5,-1,553359.67,43660.36,537736.01,568983.33,286885.30,58729.56,265869.20,307901.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336,1203.58,117.80,1161.42,1245.73
Ed25519,None,16,6,-1,701119.70,62520.74,678746.94,723492.46,360305.70,80561.18,331477.25,389134.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400,955.58,107.53,917.10,994.06
Ed25519,None,16,7,-1,846114.07,81997.67,816771.58,875456.56,407829.33,67346.88,383729.56,431929.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,464,806.29,77.80,778.45,834.13
Ed25519,None,16,8,-1,975496.00,71960.95,949745.10,1001246.90,472488.07,77865.24,444624.35,500351.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,528,696.69,62.90,674.18,719.20
Ed25519,None,32,1,-1,0.00,0.00,0.00,0.00,53143.90,4491.26,51536.72,54751.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96,18920.27,1268.97,18466.18,19374.37
Ed25519,None,32,2,-1,136920.00,9670.36,133459.51,140380.49,121158.33,20501.84,113821.85,128494.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,3912.51,377.44,3777.44,4047.57
Ed25519,None,32,3,-1,269038.10,14314.33,263915.78,274160.42,163963.70,17653.85,157646.35,170281.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,224,2318.68,142.74,2267.60,2369.75
Ed25519,None,32,4,-1,417864.47,32591.40,406201.79,429527.15,243300.97,48057.17,226103.93,260498.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,288,1530.17,155.38,1474.57,1585.77
Ed25519,None,32,5,-1,548950.67,41495.73,534101.61,563799.72,289484.70,61842.67,267354.59,311614.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,352,1205.70,111.80,1165.69,1245.71
Ed25519,None,32,6,-1,709220.97,59272.92,688010.43,730431.51,359966.13,62228.50,337697.95,382234.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,416,945.06,93.78,911.50,978.62
Ed25519,None,32,7,-1,841548.23,65704.57,818036.15,865060.31,405061.27,69652.68,380136.38,429986.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,480,809.82,74.57,783.13,836.50
Ed25519,None,32,8,-1,946567.80,48193.78,929321.88,963813.72,430656.03,31636.71,419334.98,441977.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,544,728.07,36.35,715.07,741.08
Ed25519,None,64,1,-1,0.00,0.00,0.00,0.00,58999.10,12255.54,54613.51,63384.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128,17553.23,3041.16,16464.96,18641.49
Ed25519,None,64,2,-1,137078.73,11713.55,132887.09,141270.37,106909.80,11113.21,102932.99,110886.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,192,4123.66,303.02,4015.22,4232.09
Ed25519,None,64,3,-1,288351.37,28771.24,278055.71,298647.02,181286.77,23763.48,172783.12,189790.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,256,2150.88,212.28,2074.92,2226.84
Ed25519,None,64,4,-1,405257.87,14960.32,399904.39,410611.35,215379.93,14406.33,210224.70,220535.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320,1614.39,70.25,1589.25,1639.53
Ed25519,None,64,5,-1,551107.97,46308.03,534536.85,567679.08,277403.07,33123.62,265549.93,289256.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,384,1215.63,97.30,1180.81,1250.45
Ed25519,None,64,6,-1,677345.00,31810.68,665961.69,688728.31,322588.40,25379.86,313506.33,331670.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,448,1002.58,48.88,985.09,1020.07
Ed25519,None,64,7,-1,793324.63,17162.72,787183.03,799466.23,364936.43,10712.28,361103.09,368769.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,512,863.75,18.52,857.12,870.37
Ed25519,None,64,8,-1,922337.50,15830.78,916672.53,928002.47,419648.63,18079.07,413179.12,426118.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,576,745.49,15.63,739.89,751.08
